sku;family;categories;display_diagonal;weight;power_requirements;description-fr_FR-print;description-fr_FR-mobile;description-en_US-print;description-en_US-mobile;description-de_DE-print;description-de_DE-mobile;name;release_date;picture;price;vendor
14058542;led_tvs;led_tvs,tvs_projectors_sales,toshiba;"26 INCH";;;"BRILLIANT QUALITY VIEWING IN ANY ROOM<br>\n<br>\n - 26"" (66 cm) LED TV<br>\n - HD ready resolution<br>\n - 100 AMR (Active Motion & Resolution)<br>\n - Dual Tuner (DVB-T, DVB-C) \n - Connections: 2x HDMI™, 1x USB<br>\n - Colour: piano lacquer black";;"<b>Slim HD LED TV</b>\nThe slim Toshiba EL933/934 series is designed to deliver high quality entertainment in small spaces. Wherever you're watching, you'll enjoy clear and crisp HD viewing on the energy-efficient LED screen. With a choice of screen sizes and black or white colour options, it's a perfect fit anywhere you want top Toshiba value.\n\n<b>SPORTS AND ROMANCE AT THE SAME TIME</b>\nSometimes one TV is just not enough. The Toshiba EL933/934 puts an end to those tricky conversations about who gets to watch what. Now, everybody can watch their favourites with HD quality. It’s a great entertainment hub for any room.\n\n<b>PICTURE PERFECT</b>\nThe EL933/934 offers strong colours, rich contrast and clear images. A choice of screen sizes and black or white colour options mean it works wherever you want it – the kitchen, kids’ room, study or bedroom. Thanks to LED backlighting, all models are very slim in design and highly energy efficient.\n\n<b>MORE THAN A TV</b>\nThe EL933/934 series comes with two HDMI ports and a USB connection for your favourite HD add-on. By plugging your hard disk into the USB port, you can enjoy all your pictures, music and videos thanks to the USB playback feature. If you simply want to watch TV, the built-in tuner puts the full range of free channels at your command.\n\n<b>STYLE WITH RELIABILITY</b>\nThe EL933/934 mixes good looks with the reassurance of Toshiba quality. The slim design and colour choice of black or white will enhance any room. Beneath its elegant exterior, Toshiba expert engineering ensures it is reliable and affordable to run.";"66.04 cm (26 "") Slim HD LED TV, 1366 x 768, 20ms, 350cd/m2, 1000000:1, 16:9, Dolby Digital Plus, HD Ready, DVB-T/C/C (HD), 2x HDMI, SCART, USB, 200x100 VESA, 27W, 6kg, Black";;;"Toshiba 26EL933 LED TV";2012-04-22;;"841.45 EUR,430.66 USD";toshiba
14060311;led_tvs;led_tvs,tvs_projectors_sales,lg;"19 INCH";;;;;"LG 19LS350S. HD type: HD-Ready, Display resolution: 1366 x 768, Aspect ratio: 16:9. Tuner type: Digital, Digital signal format system: DVB-C, DVB-S, DVB-T. HDMI version: 1.4. Video formats supported: DIVX, MPEG2, MPEG4, Audio formats supported: MP3, Image formats supported: JPG, MPO. Smart modes: Energy saving";"LG 19LS350S, HD-Ready, 1366 x 768, 16:9, Digital, DVB-C, DVB-S, DVB-T, 1.4";"Fernseher - LCD-TV - Energieeffizienzklasse A - Stromverbrauch Standby: 0.3W - Bildschirmdiagonale: 48 cm / 19 Zoll - 16:9 - Funktionen: HD ready, Edge LED, Audio/Video-Wiedergabe, CI Plus, Kindersicherung, Timer - Auflösung: 1366x768 pixel";"19LS350S - 19'', 16:9, 1366 x 768, HD ready, 100 Hz";"LG 19LS350S LED TV";2012-04-22;;"158.51 EUR,94.61 USD";lg
14060313;led_tvs;led_tvs,tvs_projectors_sales,lg;"22 INCH";;;;;"LG 22LS350S. HD type: HD-Ready, Display resolution: 1366 x 768, Aspect ratio: 16:9. Tuner type: Digital, Digital signal format system: DVB-C, DVB-S, DVB-T. HDMI version: 1.4. Video formats supported: DIVX, MPEG2, MPEG4, Audio formats supported: MP3, Image formats supported: JPG, MPO. Smart modes: Energy saving";"LG 22LS350S, HD-Ready, 1366 x 768, 16:9, Digital, DVB-C, DVB-S, DVB-T, 1.4";"Wer einen kleinen Fernseher für sein gemütliches Heim oder ein praktisches Zweitgerät für’s Schlafzimmer oder Esszimmer sucht, trifft mit dem LS350S die perfekte Wahl. Mit seinem einzigartigen farbigen Rahmen und dem verstellbaren Standfuß erfüllt der LS350S den Wunsch der Verbraucher nach einem attraktiven Design und einer bemerkenswerten Bildqualität.";"22LS350S - 22'', 16:9, 1366 x 768, HD ready, 100 Hz";"LG 22LS350S LED TV";2012-04-22;;"450.53 EUR";lg
14060314;led_tvs;led_tvs,tvs_projectors_sales,lg;"26 INCH";;;;;"LG 26LS350S. HD type: HD-Ready, Display resolution: 1366 x 768, Aspect ratio: 16:9. Tuner type: Digital, Digital signal format system: DVB-C, DVB-S, DVB-T. HDMI version: 1.4. Video formats supported: DIVX, MPEG2, MPEG4, Audio formats supported: MP3, Image formats supported: JPG, MPO. Smart modes: Energy saving";"LG 26LS350S, HD-Ready, 1366 x 768, 16:9, Digital, DVB-C, DVB-S, DVB-T, 1.4";"Wer einen kleinen Fernseher für sein gemütliches Heim oder ein praktisches Zweitgerät für’s Schlafzimmer oder Esszimmer sucht, trifft mit dem LS350S die perfekte Wahl. Mit seinem einzigartigen farbigen Rahmen und dem verstellbaren Standfuß erfüllt der LS350S den Wunsch der Verbraucher nach einem attraktiven Design und einer bemerkenswerten Bildqualität.";"26LS350S - 26'', 16:9, 1366 x 768, HD ready, 100 Hz";"LG 26LS350S LED TV";2012-04-22;;"684.73 EUR,494.45 USD";lg
14060315;led_tvs;led_tvs,tvs_projectors_sales,lg;"26 INCH";;;;;"LG 26LS359S. HD type: HD-Ready, Display resolution: 1366 x 768, Aspect ratio: 16:9. Tuner type: Digital, Digital signal format system: DVB-C, DVB-S, DVB-T. HDMI version: 1.4, Consumer Electronics Control (CEC): Anynet+. Video formats supported: DIVX, Audio formats supported: MP3, Image formats supported: JPG, MPO. Smart modes: Game, Movie, Sports, Standard";"LG 26LS359S, HD-Ready, 1366 x 768, 16:9, Digital, DVB-C, DVB-S, DVB-T, 1.4";"<b>LED</b>\nMit der Steuerung der Hintergrundbeleuchtung lässt sich die\nHelligkeit des Displays regeln, mit „Screen off“ lässt sich das\nDisplay ganz abschalten, wenn Sie zum Beispiel nur Musik hören\nund nicht fernsehen wollen. Der Stand-by Mode „0“ schaltet den\nFernseher in den Power Safe Mode, der gar keinen Strom mehr\nverbraucht.\n\n<b>HDMI</b>\nDer digitale Nachfolger des Scart-Anschlusses. Bild und Ton werden über ihn gleichzeitig in einem einzigen Kabel übertragen. Die Qualität zeigt Vorteile gegenüber dem DVI-Anschluss (Bild), jedoch keine gegenüber herkömmlichen digitalen Tonübertragungssystemen. HDMI ist abwärtskompatibel mit DVI.\n\n<b>Triple Tuner (DVB-T/-C/-S)</b>\nMit dem Triple Tuner steht Ihnen höchste Anschlusskompatibilität zur Verfügung. Mit dem digitalen Empfangsteil empfangen Sie DVB-T, -C, -S und –S2 inklusive CI+ Slot.\n\n<b>Intelligent Sensor</b>\nDie mit dieser Funktion ausgestatteten TVs passen ihre Helligkeit, Kontrast, Schärfe und Displayhelligkeit automatisch den Lichtverhältnissen im Raum an. Damit ist jederzeit eine optimale Bildqualität ohne lästiges Nachregeln garantiert.";"26LS359S, 66.04 cm (26 "") (66 cm) LED, 1.366 x 768, 16:9, HD-ready, MCI 100Hz, 2x5W, USB, HDMI 1.4, DVB-T/C/S";"LG 26LS359S LED TV";2012-04-22;;"523.5 EUR";lg
14060316;led_tvs;led_tvs,tvs_projectors_sales,lg;"32 INCH";;;;;"LG 32LS350S. HD type: HD-Ready, Display resolution: 1366 x 768, Aspect ratio: 16:9. Tuner type: Digital, Digital signal format system: DVB-C, DVB-S, DVB-T. HDMI version: 1.4. Video formats supported: DIVX, MPEG2, MPEG4, Audio formats supported: MP3, Image formats supported: JPG, MPO. Smart modes: Energy saving";"LG 32LS350S, HD-Ready, 1366 x 768, 16:9, Digital, DVB-C, DVB-S, DVB-T, 1.4";"Wer einen kleinen Fernseher für sein gemütliches Heim oder ein praktisches Zweitgerät für’s Schlafzimmer oder Esszimmer sucht, trifft mit dem LS350S die perfekte Wahl. Mit seinem einzigartigen farbigen Rahmen und dem verstellbaren Standfuß erfüllt der LS350S den Wunsch der Verbraucher nach einem attraktiven Design und einer bemerkenswerten Bildqualität.";"32LS350S - 32'', 16:9, 1366 x 768, HD ready, 100 Hz";"LG 32LS350S LED TV";2012-04-22;;"118.05 USD";lg
14060317;led_tvs;led_tvs,tvs_projectors_sales,lg;"32 INCH";;;;;"LG 32LS359S. HD type: HD-Ready, Display resolution: 1366 x 768, Aspect ratio: 16:9. Tuner type: Digital, Digital signal format system: DVB-C, DVB-S, DVB-T. HDMI version: 1.4. Video formats supported: DIVX, Audio formats supported: MP3, Image formats supported: JPG, MPO. Smart modes: Energy saving";"LG 32LS359S, HD-Ready, 1366 x 768, 16:9, Digital, DVB-C, DVB-S, DVB-T, 1.4";"<b>Weißer LED-TV mit 80 cm (32 Zoll) Bildschirmdiagonale, HDMI- und USB 2.0-Anschlüssen und Triple Tuner</b>\n\nDer 32LS359S von LG fällt durch seinen außergewöhnlichen Slim & Light-Look sofort ins Auge. Darüber hinaus glänzt er durch perfekte Bilddarstellung, integrierten Triple Tuner für DVB-C, -T und -S-Empfang und bietet erstklassige Ergebnisse mit HD ready-Auflösung und 100 Hz MCI. Zukunftsweisend ist auch die Energiebilanz des TV-Gerätes dank des Intelligent Sensors von LG. Da sich die optimale Bildqualität an den Lichtverhältnissen im Raum orientiert, verbraucht der 32LS359S nur wenig Energie und ist zusätzlich durch Smart Energy Saving Plus besonders umweltfreundlich. Den LS359S gibt es auch mit einer Bildschirmdiagonale von 66 cm (26 Zoll).";"32LS359S, 80 cm (32""), LED, HD Ready, 1366x768, 16:9, 100Hz";"LG 32LS359S LED TV";2012-04-22;;"445.14 USD";lg
14060318;led_tvs;led_tvs,tvs_projectors_sales,lg;"32 INCH";;;;;"LG 32LS560S. HD type: Full HD, Display resolution: 1920 x 1080, Aspect ratio: 16:9. Tuner type: Analogue & Digital, Digital signal format system: DVB-C, DVB-S, DVB-S2, DVB-T. Audio system: Infinite Surround. Video formats supported: DIVX, MKV, Audio formats supported: MP3, Image formats supported: JPG. Smart modes: Energy saving";"LG 32LS560S, Full HD, 1920 x 1080, 16:9, Analogue & Digital, DVB-C, DVB-S, DVB-S2, DVB-T, Infinite Surround";"Stilvoll und elegant – der 32LS560S von LG sorgt für Ästhetik und maximales Fernsehvergnügen in Ihrem Wohnzimmer. Mit seinen gestochen scharfen Bildern dank der Kombination von Full HD und 100 Hz MCI kommen Sie in den Genuss von actionreichen und emotionsgeladenen Bildern in bester Qualität. Das TV-Gerät ist außerdem mit einem integrierten Triple Tuner für besten TV-Empfang ausgestattet, und der Intelligent Sensor sorgt dafür, dass die Bildhelligkeit an die Lichtverhältnisse im Raum angepasst wird. Die Sensor-Funktion spart zusammen mit Smart Energy Saving Plus jede Menge Energie und beschert dem 32LS560S von LG Klasse A im Bereich Energieeffizienz. Den LS560S von LG gibt es auch noch in folgenden Größen: 94 cm (37 Zoll), 107 cm (42 Zoll) und 119 cm (47 Zoll) Bildschirmdiagonale.\n\n- Scart (vollbelegt) per Adapter (liegt bei)\n- Komponent in (Y,Pb, Pr) + Audio per Adapter (liegt bei)";"32LS560S - 32"", 1920 x 1080, 16:9, 2x10W";"LG 32LS560S LED TV";2012-04-22;;"451.36 EUR,199.32 USD";lg
14060319;led_tvs;led_tvs,tvs_projectors_sales,lg;"37 INCH";;;;;"LG 37LS560S. HD type: Full HD, Display resolution: 1920 x 1080, Aspect ratio: 16:9. Tuner type: Analogue & Digital, Digital signal format system: DVB-C, DVB-S, DVB-S2, DVB-T, DVB-T2. Audio system: Infinite Surround. Video formats supported: DIVX, MKV, Audio formats supported: MP3, Image formats supported: JPG. Smart modes: Energy saving";"LG 37LS560S, Full HD, 1920 x 1080, 16:9, Analogue & Digital, DVB-C, DVB-S, DVB-S2, DVB-T, DVB-T2, Infinite Surround";"Stilvoll und elegant – der 37LS560S von LG sorgt für Ästhetik und maximales Fernsehvergnügen in Ihrem Wohnzimmer. Mit seinen gestochen scharfen Bildern dank der Kombination von Full HD und 100 Hz MCI kommen Sie in den Genuss von actionreichen und emotionsgeladenen Bildern in bester Qualität. Das TV-Gerät ist außerdem mit einem integrierten Triple Tuner für besten TV-Empfang ausgestattet, und der Intelligent Sensor sorgt dafür, dass die Bildhelligkeit an die Lichtverhältnisse im Raum angepasst wird. Die Sensor-Funktion spart zusammen mit Smart Energy Saving Plus jede Menge Energie und beschert dem 37LS560S von LG Klasse A im Bereich Energieeffizienz. Den LS560S von LG gibt es auch noch in folgenden Größen: 81 cm (32 Zoll), 107 cm (42 Zoll) und 119 cm (47 Zoll) Bildschirmdiagonale.\n\n- Scart (vollbelegt) per Adapter (liegt bei)\n- Komponent in (Y,Pb, Pr) + Audio per Adapter (liegt bei)";"37LS560S - 37"", 1920 x 1080, 16:9, 2x10W";"LG 37LS560S LED TV";2012-04-22;;"961.25 EUR";lg
14060320;led_tvs;led_tvs,tvs_projectors_sales,lg;"42 INCH";;;;;"LG 42LS560S. HD type: Full HD, Display resolution: 1920 x 1080, Aspect ratio: 16:9. Tuner type: Analogue & Digital, Digital signal format system: DVB-C, DVB-S, DVB-S2, DVB-T. Audio system: Infinite Surround. Video formats supported: DIVX, MKV, Audio formats supported: MP3, Image formats supported: JPG. Smart modes: Energy saving";"LG 42LS560S, Full HD, 1920 x 1080, 16:9, Analogue & Digital, DVB-C, DVB-S, DVB-S2, DVB-T, Infinite Surround";"Stilvoll und elegant – der 42LS560S von LG sorgt für Ästhetik und maximales Fernsehvergnügen in Ihrem Wohnzimmer. Mit seinen gestochen scharfen Bildern dank der Kombination von Full HD und 100 Hz MCI kommen Sie in den Genuss von actionreichen und emotionsgeladenen Bildern in bester Qualität. Das TV-Gerät ist außerdem mit einem integrierten Triple Tuner für besten TV-Empfang ausgestattet, und der Intelligent Sensor sorgt dafür, dass die Bildhelligkeit an die Lichtverhältnisse im Raum angepasst wird. Die Sensor-Funktion spart zusammen mit Smart Energy Saving Plus jede Menge Energie und beschert dem 42LS560S von LG Klasse A im Bereich Energieeffizienz. Den LS560S von LG gibt es auch noch in folgenden Größen: 81 cm (32 Zoll), 94 cm (37 Zoll) und 119 cm (47 Zoll) Bildschirmdiagonale.\n\n- Scart (vollbelegt) per Adapter (liegt bei)\n- Komponent in (Y,Pb, Pr) + Audio per Adapter (liegt bei)";"42LS560S - 42"", 1920 x 1080, 16:9, 2x10W";"LG 42LS560S LED TV";2012-04-22;;"802.69 EUR";lg
14060323;led_tvs;led_tvs,tvs_projectors_sales,lg;"47 INCH";;;;;"LG 47LS560S. HD type: Full HD, Display resolution: 1920 x 1080, Aspect ratio: 16:9. Tuner type: Analogue & Digital, Digital signal format system: DVB-C, DVB-S, DVB-S2, DVB-T. Audio system: Infinite Surround. Video formats supported: DIVX, MKV, Audio formats supported: MP3, Image formats supported: JPG. Smart modes: Energy saving";"LG 47LS560S, Full HD, 1920 x 1080, 16:9, Analogue & Digital, DVB-C, DVB-S, DVB-S2, DVB-T, Infinite Surround";"Stilvoll und elegant – der 47LS560S von LG sorgt für Ästhetik und maximales Fernsehvergnügen in Ihrem Wohnzimmer. Mit seinen gestochen scharfen Bildern dank der Kombination von Full HD und 100 Hz MCI kommen Sie in den Genuss von actionreichen und emotionsgeladenen Bildern in bester Qualität. Das TV-Gerät ist außerdem mit einem integrierten Triple Tuner für besten TV-Empfang ausgestattet, und der Intelligent Sensor sorgt dafür, dass die Bildhelligkeit an die Lichtverhältnisse im Raum angepasst wird. Die Sensor-Funktion spart zusammen mit Smart Energy Saving Plus jede Menge Energie und beschert dem 47LS560S von LG Klasse A im Bereich Energieeffizienz. Den LS560S von LG gibt es auch noch in folgenden Größen: 81 cm (32 Zoll), 94 cm (37 Zoll) und 107 cm (42 Zoll) Bildschirmdiagonale.\n\n- Scart (vollbelegt) per Adapter (liegt bei)\n- Komponent in (Y,Pb, Pr) + Audio per Adapter (liegt bei)";"47LS560S - 47"", 1920 x 1080, 16:9, 2x10W";"LG 47LS560S LED TV";2012-04-22;;"904.81 EUR,439.8 USD";lg
14068278;led_tvs;led_tvs,tvs_projectors_sales,sony;"32 INCH";;;;;"Sony KDL-32HX759. HD type: Full HD, Display resolution: 1920 x 1080, Aspect ratio: 16:9. Tuner type: Analogue & Digital, Digital signal format system: DVB-C, DVB-C2, DVB-S2, DVB-T, DVB-T2. Audio system: Dolby Digital Plus/Dolby Pulse. Video formats supported: AVCHD, MPEG1, MPEG2, WMV, Audio formats supported: LPCM, MP3, MP4, WMA, Image formats supported: JPG. Smart modes: Cinema, Energy saving, Game, Photo, Sports, Standard, Vivid";"Sony KDL-32HX759, Full HD, 1920 x 1080, 16:9, Analogue & Digital, DVB-C, DVB-C2, DVB-S2, DVB-T, DVB-T2, Dolby Digital Plus/Dolby Pulse";"<b>Die Wahl liegt bei Ihnen: Entdecken Sie die Unterschiede bei 2D- & 3D-Inhalten in High Definition</b>\n\n80 cm/32"", Full HD 3D mit Dynamic Edge LED, X-Reality, integriertem Wi-Fi® und Sony Internet TV\n\n- Klare, detailreiche Bilder und Full HD 3D\n- Wi-Fi® für einfachen Zugriff auf Catch-up TV, Filme und Apps\n- Ändern des Betrachtungswinkels Ihres Fernsehers für perfekte Sicht\n\n<b>Realistische Bilder in 2D und 3D</b>\n\nNehmen Sie Platz, und bereiten Sie sich auf ein atemberaubendes 3D-Erlebnis mit hervorragender Bildqualität sowie faszinierendes Fernsehen in 2D vor. Übertragen Sie ein umfangreiches Angebot an Online-Unterhaltung, Apps und Services auf den kontrastreichen LED-Bildschirm. Freuen Sie sich auf noch mehr Leben und Unterhaltung in Ihrem Wohnzimmer.\n\n<b>Schärfere 2D-HD- und 3D-Bilder</b>\n\nOb Sie nun über das Internet fernsehen, einen Ihrer Lieblingsfilme auf DVD oder ein Heimvideo ansehen, mit X-Reality erreichen Sie nahezu HD-Qualität. Wir haben mithilfe eines 4x High-Speed-3D-Displays auch gestochen scharfe und natürliche 3D-Filme geschaffen, bei denen jedes Bild auf dem LED-Bildschirm hinsichtlich Beleuchtung und Kontrast optimal ausgerichtet wird.\n\n<b>Drahtloser Zugriff auf Online-Entertainment</b>\n\nGreifen Sie entweder über die Fernbedienung Ihres Fernsehers oder mobilen Geräts (mit Spracherkennung) auf Sony Entertainment Network zu, wo Sie HD-Filme, Millionen Musiktitel, Ihre Lieblings-Fernsehsender wiedergeben können, und Sie einen Webbrowser und Apps wie z. B. Twitter™, Facebook®, YouTube™ und Skype™ nutzen können.\n\n<b>Freuen Sie sich auf ein neues, leichtes Design</b>\n\nDas Design der HX75-Serie kombiniert kontrastierende Materialien mit nahtlosen Kanten. Sie werden von der Leichtigkeit dieses Fernsehers mit Standfuß begeistert sein. Sie können das Gerät vertikal oder horizontal drehen, um den optimalen Betrachtungswinkel zu erreichen.\n\n<b>Energiesparfunktionen für Fernseher</b>\n\nDank der neuen LED Frame Dimming Funktion wird Energie eingespart, indem die Hintergrundbeleuchtung auf intelligente Weise an die entsprechende Situation angepasst wird. Freuen Sie sich also auf gestochen scharfe, kontrastreiche Fernsehbilder bei geringerem Energieverbrauch. Den Unterschied werden Sie an Ihrer Stromrechnung erkennen.\n\n\n";"KDL-32HX759, 81.28 cm (32 "") (80 cm), 1920 x 1080, 16:9, Full HD 3D, 4xHDMI, 2xUSB, Ethernet, Wi-Fi, 2x10W";"Sony KDL-32HX759";2012-04-23;;"889.34 USD";sony
14069689;led_tvs;led_tvs,tvs_projectors_sales,philips;"40 INCH";;;"Profitez de toute une gamme de contenus avec le téléviseur LED Smart 3D Philips 40PFL5507. Vous ne serez pas déçu par les superbes images LED Full HD et les possibilités infinies de Smart TV. Découvrez le monde de la 3D !";"Plongez au cœur de l'action ! Profitez de la 3D et de la fonction Smart TV";"<b>Be part of the action!</b>\n<b>Enjoy 3D and Smart TV</b>\n\nExperience a world of content with a Philips 40PFL5527 3D Smart LED TV. Enjoy\npowerful Full HD LED pictures and endless possibilities of Smart TV Plus and step into\nthe world of 3D!\n\n<b>Enjoy a world of content with Smart TV Plus</b>\n- Integrated Wi-Fi to use Smart TV wirelessly\n- A wealth of online apps, videos to rent and catch-up TV\n- Control the TV with your smart phone, tablet or keyboard\n- With DLNA, enjoy photos, music and movies on your TV\n- Find, schedule, record* & pause TV\n- Enjoy video calls on your TV and be close to your loved ones\n\n<b>Your entertainment in brilliant detail</b>\n- 3D Clarity 400 for an exciting Full HD 3D experience\n- Enjoy any 2D content in flawless 3D at a push of a button\n- Unique Two Player Full Screen Gaming mode for your 2D games\n- Full HD TV with Pixel Plus HD for better details and clarity\n- Brilliant LED images with incredible contrast\n- 400Hz Perfect Motion Rate (PMR) for superb motion sharpness";"40PFL5527K, 101.6 cm (40 "") (102 cm), 400 cd/m², 1920x1080, 16:9, 2x14W, 3xUSB, 4xHDMI, Wi-Fi, Ethernet, DVB-T/C/S2";;;"Philips 40PFL5527K";2012-04-24;;"574.06 USD";philips
14069692;led_tvs;led_tvs,tvs_projectors_sales,philips;"46 INCH";;;"Profitez de toute une gamme de contenus avec le téléviseur LED Smart 3D Philips 46PFL5527. Vous ne serez pas déçu par les superbes images LED Full HD et les possibilités infinies de Smart TV. Découvrez le monde de la 3D !\n\n<b>Toute une gamme de contenus avec la fonction Smart TV Plus</b>\n- Wi-Fi intégré pour une fonction Smart TV sans fil\n- Vaste sélection d'applications en ligne/vidéos à louer/télévision à la demande\n- Contrôlez le téléviseur avec votre smartphone, tablette ou clavier\n- Photos, musique et films sur votre téléviseur grâce à la fonction DLNA\n- Recherchez, programmez, enregistrez et mettez en pause votre émission.\n- Réalisez des appels vidéos sur votre téléviseur pour rester en contact avec vos proches\n\n<b>Votre divertissement dans des détails éclatants</b>\n- 3D Clarity 400 pour une 3D Full HD sensationnelle\n- Convertissez n'importe quel contenu 2D en 3D irréprochable d'une simple pression sur un bouton.\n- Mode de jeu plein écran deux joueurs exclusif pour jeux 2D\n- Téléviseur Full HD avec Pixel Plus HD : plus de détails et de clarté\n- Images LED éclatantes au contraste incroyable\n- Perfect Motion Rate (PMR) à 400 Hz pour des mouvements incroyablement nets";"46PFL5527K - 46'', 1920x1080, 16:9, 400 cd/m2, 500000:1, 400 Hz";"Experience a world of content with a Philips 46PFL5527 3D Smart LED TV. Enjoy powerful Full HD LED pictures and endless possibilities of Smart TV Plus and step into the world of 3D!\n\n<b>Enjoy a world of content with Smart TV Plus</b>\n- Integrated Wi-Fi to use Smart TV wirelessly\n- A wealth of online apps, videos to rent and catch-up TV\n- Control the TV with your smart phone, tablet or keyboard\n- With DLNA, enjoy photos, music and movies on your TV\n- Find, schedule, record & pause TV\n- Enjoy video calls on your TV and be close to your loved ones\n\n<b>Your entertainment in brilliant detail</b>\n- 3D Clarity 400 for an exciting Full HD 3D experience\n- Enjoy any 2D content in flawless 3D at a push of a button\n- Unique Two Player Full Screen Gaming mode for your 2D games\n- Full HD TV with Pixel Plus HD for better details and clarity\n- Brilliant LED images with incredible contrast\n- 400Hz Perfect Motion Rate (PMR) for superb motion sharpness";"46PFL5527K - 46'', 1920x1080, 16:9, 400 cd/m2, 500000:1, 400 Hz";"Entdecken Sie eine Welt verschiedener Inhalte mit einem Philips 3D Smart LED- Fernseher 46PFL5527. Genießen Sie hochwertige LED-Bilder in Full HD sowie die unbegrenzten Möglichkeiten durch Smart TV Plus, und tauchen Sie ein in die 3D-Welt!\n\n<b>Entdecken Sie eine Welt verschiedener Inhalte mit Smart TV Plus</b>\n- Integriertes WiFi für die kabellose Verwendung von Smart TV\n- Eine beeindruckende Auswahl an Online-Apps, Leihvideos und Catch-up TV\n- Steuern Sie Ihren Fernseher über Smartphone, Tablet oder Tastatur\n- Genießen Sie durch DLNA Fotos, Musik und Filme auf Ihrem Fernseher.\n- Sendungen suchen, programmieren, aufnehmen und pausieren\n- Genießen Sie Videoanrufe auf Ihrem Fernseher, und seien Sie Ihren Liebsten ganz nah\n\n<b>Ihr Entertainment in brillanten Details</b>\n- 3D Clarity 400 für ein aufregendes 3D-Erlebnis in Full HD\n- Genießen Sie per Tastendruck 2D-Inhalte in perfekter 3D-Qualität\n- Einzigartiger Zwei-Spieler Fullscreen Gaming-Modus für Ihre 2D-Spiele\n- Full HD Fernseher mit Pixel Plus HD für verbesserte Detailauflösung und Klarheit\n- Brillante LED-Bilder mit hervorragendem Kontrast\n- 400 Hz Perfect Motion Rate (PMR) für eine perfekte Bewegungsschärfe";"46PFL5527K - 46'', 1920x1080, 16:9, 400 cd/m2, 500000:1, 400 Hz";"Philips 46PFL5527K";2012-04-24;;"919.76 EUR,231.68 USD";philips
14089642;led_tvs;led_tvs,tvs_projectors_sales,lg;"32 INCH";;;;;"LG 32LS340S. HD type: HD-Ready, Display resolution: 1366 x 768, Aspect ratio: 16:9. Tuner type: Digital, Digital signal format system: DVB-C, DVB-S, DVB-T. HDMI version: 1.4, Consumer Electronics Control (CEC): Anynet+. Optical disc player type: Not included. Video formats supported: MPEG2, MPEG4";"LG 32LS340S, HD-Ready, 1366 x 768, 16:9, Digital, DVB-C, DVB-S, DVB-T, 1.4";"- Edge LED\n- 100 Hz MCI\n- Triple Tuner DVB / -T/ -C/ -S**";"81.28 cm (32 "") (1366 x 768 px), HD-Ready, Edge LED, DVB-C/S/T, HDMI, USB 2.0, CI+, EPG, 40 W (A), 8 kg, Schwarz";"LG 32LS340S LED TV";2012-04-27;;"984.71 EUR,887.72 USD";lg
14089644;led_tvs;led_tvs,tvs_projectors_sales,lg;"42 INCH";;;;;"<b>LED-TV mit Triple Tuner, 2 HDMI-Anschlüssen und 107 cm (42 Zoll) Bildschirmdiagonale</b>\n\nDer 42LS340S von LG ist der neue Star in Ihrem Wohnzimmer und garantiert packenden Fernsehgenuss mit gestochen scharfen Bildern dank 100 Hz MCI und Full HD-Auflösung. Zusätzlich ist das TV-Gerät mit einem Triple Tuner für optimalen TV-Empfang ausgestattet. Mit seinem Intelligent Sensor, der dafür sorgt, dass die Bildhelligkeit an die Lichtverhältnisse des Zimmers angepasst werden, und der Funktion Smart Energy Saving Plus lässt sich jede Menge unnötige Energie einsparen. Das erfreut die Umwelt und kommt Ihrem Geldbeutel zugute. Den LS340S erhalten Sie auch mit einer Bildschirmdiagonale von 81 cm (32 Zoll).\n\n<b>LED</b>\nMit der Steuerung der Hintergrundbeleuchtung lässt sich die Helligkeit des Displays regeln, mit „Screen off“ lässt sich das Display ganz abschalten, wenn Sie zum Beispiel nur Musik hören und nicht fernsehen wollen. Der Stand-by Mode „0“ schaltet den Fernseher in den Power Safe Mode, der gar keinen Strom mehr verbraucht.\n\n<b>Triple Tuner (DVB-T/-C/-S)</b>\nMit dem Triple Tuner steht Ihnen höchste Anschlusskompatibilität zur Verfügung. Mit dem digitalen Empfangsteil empfangen Sie DVB-T, -C, -S und –S2 inklusive CI+ Slot.\n\n<b>HDMI</b>\nDer digitale Nachfolger des Scart-Anschlusses. Bild und Ton werden über ihn gleichzeitig in einem einzigen Kabel übertragen. Die Qualität zeigt Vorteile gegenüber dem DVI-Anschluss (Bild), jedoch keine gegenüber herkömmlichen digitalen Tonübertragungssystemen. HDMI ist abwärtskompatibel mit DVI.\n\n<b>Intelligent Sensor</b>\nDie mit dieser Funktion ausgestatteten TVs passen ihre Helligkeit, Kontrast, Schärfe und Displayhelligkeit automatisch den Lichtverhältnissen im Raum an. Damit ist jederzeit eine optimale Bildqualität ohne lästiges Nachregeln garantiert.";"42LS340S, 106.68 cm (42 "") (107cm) LED, 1920 x 1080, 16:9, 100Hz MCI, 2x5W, 2xHDMI, USB 2.0, DVB-T/C/S";;;"LG 42LS340S LED TV";2012-04-27;;"326.18 EUR,919.02 USD";lg
